beta(ib),,0(base),1.00E-02,1.00E-03,1.00E-04,1.00E-05,1.00E-06,,1.00E+01,1.00E+00,0(base),1.00E-01,1.00E-02,1.00E-03,1.00E-04,1.00E-05,1.00E-06,,0(base),1.00E-02,1.00E-03,1.00E-04,1.00E-05,1.00E-06
,,visual,,,,,,,audio,,,,,,,,,,lib,,,,,
,MAP15,24.9278,25.52331,21.95891,19.00183,22.08035,19.92413,2.39%,16.95506806,20.04217365,20.99396,13.78536225,15.32663,21.95891,13.81832,13.72844,20.50206,,26.17618388,25.68224183,23.07549611,24.26298671,22.69378932,24.74082835
Books,F-score,59.452043,61.96139,59.01769,60.77959,62.86943,59.48144,5.75%,59.95178145,61.64833278,59.01711827,60.41706725,60.77195,61.85578,60.106,61.294,59.492,,61.54052473,60.06926441,62.28391889,57.8132627,57.54343983,61.24844344
,MAP50,54.25628,56.9375,56.64792,52.34398,54.22291,52.76892,4.94%,50.80923732,49.66676827,53.86225,50.63936826,51.4008,49.87244,49.572,49.683,52.511,,58.80496192,52.76428819,56.88950886,50.64507359,55.50940149,53.19435148
,MAP15,22.10228,28.5978,21.83731,19.92384,25.90302,17.14589,29.39%,15.78940928,13.37141033,20.673848,15.69596121,15.0556,13.46543,13.345,13.398,17.416,,20.22479374,18.91956708,20.18136435,19.50264419,18.31898093,20.43983452
Business,F-score,53.949546,53.63878,54.49575,53.69089,53.86662,53.80698,1.01%,55.12762083,54.16021032,53.690088,55.19034308,53.59816,55.00014,54.986,53.908,54.249,,53.83885976,53.73483136,53.84998756,54.28668921,53.52338911,52.07350199
,MAP50,57.23519,53.1398,54.79361,51.85398,52.26472,52.72206,-4.27%,49.41818146,51.99795241,54.09265,49.28763775,52.1726,49.28764,49.288,52.496,53.595,,57.60476466,54.10528656,58.35889176,56.11015104,56.93863066,54.87876679
,MAP15,23.8822,19.625,20.47576,18.88366,18.61853,19.09752,-14.26%,13.88377888,18.45382335,21.1136167,13.675309,18.3504,13.67531,13.675,19.602,20.438,,23.92946146,20.20330734,24.71700718,22.55888895,24.34129949,21.51159903
Computers,F-score,57.33205107,57.88249,57.72308,56.55527,57.43353,57.3328,0.96%,56.93559023,58.41287761,56.80192373,56.88846485,58.41356,58.62517,58.625,58.625,58.625,,57.43948747,57.59499532,57.43404697,57.90099341,56.87824995,57.9288559
,MAP50,58.65236,58.7734,55.79872,56.78338,51.14923,54.15044,0.21%,51.85949454,49.38004274,53.51569,51.61546253,49.4416,49.39972,49.396,49.4,49.395,,59.75552684,56.43446353,56.2078438,57.1206533,59.48202911,51.94764111
,MAP15,23.38863,25.2394,20.41357,22.58341,17.35352,19.65928,7.91%,18.41380362,13.92516683,19.90022,17.99490754,13.8689,13.8175,13.818,13.817,13.818,,24.52556096,21.81931698,21.0840418,21.91392104,24.35330437,16.95642009
Finance,F-score,48.82819807,54.62238,47.81688,50.96994,47.4416,44.40077,11.87%,41.49730378,43.0474964,47.0234,44.02339951,44.36307,48.48305,39.537,47.824,39.537,,43.25492978,47.30962831,52.65869064,47.48200494,49.20038448,47.91487036
,MAP50,51.35655,54.0334,52.94838,60.93199,50.01218,49.52771,18.65%,50.33063996,51.02787841,48.59442,50.92807641,50.6826,50.56874,49.377,55.72,49.377,,50.66180674,60.24592895,65.46654935,55.16070622,54.97087444,48.42676321
,MAP15,18.543942,20.4562,25.91581,26.38295,18.34723,13.3682,42.27%,15.66501007,16.76867808,13.95734,17.38302475,14.2391,15.27663,14.215,24.439,14.215,,15.99530763,24.73751759,33.39260485,22.83559698,25.64946144,20.68311416
Food,F-score,55.37515272,55.40574,55.21225,55.475,55.092,55.247,0.18%,52.65412636,56.00924458,53.7505878,53.39618085,53.84874,56.08703,56.087,56.109,56.087,,55.58460104,55.36363343,55.54461272,55.19854422,55.77463482,55.92843537
,MAP50,64.89152,59.1022,57.48361,62.457,64.015,64.74,-0.23%,53.45649809,50.32007209,55.3784,52.84056219,52.3958,49.39476,49.406,49.77,49.406,,65.04282327,58.98671188,59.82171391,64.03863757,59.51817186,59.48176465
,MAP15,28.462426,22.769,21.50211,25.6,28.359,28.757,1.03%,20.50301429,15.41733904,21.94998,19.75068821,18.8357,13.8798,13.883,14.431,13.883,,29.85192069,22.99018357,23.49177576,28.44546051,23.24773062,23.33516525
Games,F-score,54.0734236,53.85467,53.84821,53.967,53.615,53.996,-0.14%,55.29537276,54.00111699,54.38926,53.77304574,55.29548,55.29548,54.279,55.053,55.331,,54.66103818,53.46596563,54.65529406,54.66194212,54.4060614,53.99321085
,MAP50,56.81091,55.6999,52.91946,53.344,57.029,56.935,0.38%,49.3399385,50.04794735,57.31018,52.97518679,49.3399,49.33994,55.686,49.34,49.34,,59.58678711,57.41224733,55.32724872,55.59618086,55.41105589,56.2227481
,MAP15,24.7873,23.1041,19.25541,19.337,24.982,24.97,0.79%,13.72367597,15.2299368,25.311533,19.75433353,13.7237,13.72368,22.892,13.724,13.724,,28.01449424,25.59706422,21.9150731,21.97935331,21.89109935,23.02470044
Health,F-score,59.56997278,62.00748,58.9416,61.498,59.246,57.25,4.09%,56.16682991,54.50677712,59.064891,54.50677712,56.30572,56.30572,56.693,54.507,54.507,,62.26838072,57.11349891,60.03728018,60.09697935,61.17945583,59.46649299
,MAP50,57.98786,58.2523,53.83256,52.441,54.061,55.875,0.46%,49.34740907,49.21101936,55.28218,49.25723351,49.7084,49.70842,49.797,49.32,49.153,,59.71642102,51.37336111,53.21239492,56.28801618,50.81176923,57.97756876
,MAP15,25.04253,25.0732,19.64572,21.595,23.299,22.325,0.12%,13.15539544,13.16584075,24.60238,13.19188242,13.1834,13.18341,13.846,13.208,13.166,,22.80573533,14.2459831,27.00066306,24.10901275,26.01050742,23.65816577
Hobbies,F-score,53.31034573,53.02035,53.82342,52.32,53.224,53.347,0.96%,54.05046171,54.34417478,52.909642,54.75757585,53.3662,54.94593,55.042,55.042,54.946,,53.43667677,53.32995462,51.61625154,52.790539,52.66610833,53.02419988
,MAP50,58.9205,54.3949,52.77293,53.86,55.05,53.353,-6.57%,50.65914649,49.69400563,53.70691,49.43798826,52.5952,49.38995,49.345,49.345,49.39,,59.43927886,55.19840318,55.34840918,58.96380889,57.74686224,55.10556363
,MAP15,25.12889,21.5104,20.31149,20.731,21.719,19.42,-13.57%,16.22815761,14.60551946,20.30412,13.81263425,18.8367,13.8838,13.781,13.781,13.884,,24.68368224,21.21055368,22.34585213,25.10915098,24.11924533,21.34037748
Home,F-score,53.52775891,52.3463,50.36081,52.469,52.26,53.043,-0.91%,52.18096442,52.27131065,51.29146099,52.72391723,52.29695,51.66349,50.908,52.297,51.976,,52.98884955,53.66164092,53.45175444,52.48618712,53.46453113,52.40635385
,MAP50,60.532757,56.3158,51.5325,54.427,53.129,59.22,-2.17%,51.16696643,49.99456555,53.69902,50.16450946,49.4625,52.41999,53.298,49.458,52.911,,59.87304238,59.0550434,60.58201491,58.1348165,60.07896618,58.58915953
,MAP15,25.45721,23.5423,19.85273,20.327,20.036,25.012,-1.75%,16.95777753,14.95802885,20.20249,15.07281545,13.7884,18.04428,18.651,13.783,20.139,,24.56460642,24.52050547,25.46786282,22.47582031,25.12593508,22.88281588
Internet,F-score,56.524807,57.37615,55.81188,56.432,55.635,58.031,2.66%,55.00301039,57.62735642,56.317107,57.90476484,58.61739,58.1503,54.701,58.15,58.014,,56.79203065,55.97741301,56.18529826,57.61074731,56.57182677,56.80646451
,MAP50,59.76567,53.6544,56.70531,52.819,53.134,56.19,-5.12%,53.57941696,50.37513552,53.78116,50.82969974,49.723,49.55396,53.959,49.558,49.545,,60.3531244,58.23800622,58.34298579,52.0794293,57.42552996,59.94272745
,MAP15,25.2296,19.4013,23.54552,18.689,19.014,22.714,-6.68%,21.24485671,15.15064918,20.8367,16.15956401,14.1674,13.97234,21.484,13.979,13.917,,26.88300636,23.44497019,24.63576828,17.38298892,24.16656157,24.92260481
Jobs,F-score,56.3620008,60.99128,50.2503,53.691,55.25,56.503,8.21%,49.75984167,49.30977444,51.58163133,49.51908297,47.31206,50.1266,47.146,49.449,48.93,,58.43669924,49.8310089,53.81719888,54.44920334,55.6599711,55.16783988
,MAP50,59.84264,55.7121,49.72913,52.039,56.149,52.478,-6.17%,49.73156087,50.4677969,54.483096,49.91164537,49.6459,49.6886,52.773,51.889,49.539,,58.28166043,56.92946561,58.57593782,52.36295491,54.19153411,60.12909878
,MAP15,24.06998,25.3509,16.80191,17.428,20.74,19.427,5.32%,13.94694252,14.61463153,18.59098,14.29432085,14.3148,14.56614,15.585,19.686,14.005,,22.03538211,21.37208061,26.72629317,16.21741673,21.09032441,30.71607392
Law,F-score,50.72182673,51.16745,49.85079,49.968,50.228,50.907,0.88%,52.44573145,52.59804606,50.736684,51.05113862,52.86474,52.92499,52.715,50.71,50.438,,52.10430031,50.56002459,51.34236347,50.65777437,51.1503183,49.98714812
,MAP50,55.444,55.1289,53.65397,53.968,51.05,55.629,0.33%,51.78277452,50.98036797,54.2948,52.69982288,49.5393,49.84159,49.415,51.505,52.41,,57.59877561,54.43468459,56.30121115,55.84829399,55.55415625,55.2118085
,MAP15,24.59538,24.4004,20.46977,20.716,16.33,23.371,-0.79%,18.56120144,16.11146704,22.25966,20.16324873,14.1045,14.66316,13.802,19.051,18.481,,27.25096293,23.0605883,23.5166579,23.71675033,22.31044473,26.12496522
mr(whole),F-score,55.31,55.39835,55.4275,55.4533,54.976,55.335,0.26%,51.41957359,50.65671172,55.32681,50.06974435,54.79528,56.17334,56.173,56.173,54.823,,51.90626901,52.90791167,50.1287873,50.91593954,51.57066906,48.85216195
,MAP50,58.63,55.2137,56.26465,58.7721,58.222,58.234,0.24%,53.17714917,54.10376998,57.76325,50.81680793,52.0873,49.4368,49.466,49.463,51.695,,58.18099459,58.31803749,55.63575064,57.17790831,57.5137325,55.29573715
,MAP15,24.95,20.5927,22.99492,24.794,24.309,24.376,-0.63%,19.1621209,17.7517624,24.43508,16.86651498,18.5049,13.80706,13.863,13.856,17.691,,24.05354059,26.72438443,21.63068566,24.64456198,23.64992478,25.21373389
News,F-score,50.1790304,49.26078,48.95117,51.165,51.066,50.457,1.96%,60.96808905,64.32033661,50.298806,62.76660999,49.13851,50.58396,50.074,50.04,49.415,,65.31771676,62.3168794,62.88201017,62.28879294,62.87644161,63.0625982
,MAP50,55.659113,52.2678,53.51882,52.581,57.069,53.24,2.53%,52.14543289,49.25399133,55.35336,50.22484472,49.6898,49.85795,52.686,49.44,54.469,,58.63757044,57.60400604,59.3290961,56.95238053,52.42527166,53.83773049
,MAP15,23.59733,18.6727,21.8376,20.336,25.358,16.998,7.46%,20.39724542,13.58939223,21.99292,15.29623671,13.9604,14.84533,18.845,13.86,20.135,,25.95058406,22.94353544,26.2931036,22.76863964,21.2768794,22.06499707
People,F-score,62.10022913,62.11519,63.7843,60.015,63.244,62.744,2.71%,53.73607244,53.8310392,60.338599,53.02613557,64.3179,63.7843,60.015,63.244,62.744,,53.13728721,51.12977766,52.01331761,52.62911977,51.66713824,52.31748061
,MAP50,57.39894,54.3605,56.89153,52.955,58.073,54.664,1.17%,52.20441655,50.51217278,54.352022,53.64877586,49.2545,56.89153,52.955,58.073,54.664,,57.87920304,53.96143561,55.62751025,53.90250675,54.54187903,54.4911374
,MAP15,24.34175,21.099,25.3596,22.17,26.474,22.273,8.76%,18.15605982,15.73554918,21.34849,19.92744925,13.5897,25.3596,22.17,26.474,22.273,,24.73036603,22.22602106,22.89842548,21.06605679,23.05344919,22.37979928
Pets,F-score,52.047473,52.22429,52.64386,52.73,52.458,51.927,1.31%,55.61638567,53.75923628,53.13641513,52.35243567,52.70345,53.4383,54.009,54.009,54.009,,52.43309514,55.49817423,58.42899854,58.90374786,54.28374299,53.41668222
,MAP50,55.510176,54.7225,54.65757,53.181,54.261,54.558,-1.42%,51.65429698,50.82910118,56.9556,49.57674704,53.2643,53.61154,49.361,49.361,49.361,,52.45323623,58.8883734,60.34946981,57.60779626,60.48074207,57.33996416
,MAP15,23.05966,21.7533,22.36405,20.464,22.221,22.369,-3.00%,19.97746378,16.15002722,23.422066,14.48301088,19.3667,20.6387,13.652,13.652,13.652,,24.33489002,26.19449007,31.59702101,27.6259402,30.35016801,27.14925997
Real,F-score,53.12537354,57.20679,52.99694,54.23,52.523,57.782,8.77%,52.90294362,58.21060844,49.807562,54.00398141,55.44606,56.54222,52.553,55.778,54.889,,51.60304864,54.40739874,51.69885637,53.94709135,51.28913689,51.55307162
,MAP50,55.83885,54.45,54.80409,53.558,53.175,59.01,5.68%,51.54637926,49.49943558,53.134215,50.58937701,54.081,53.61371,59.254,49.534,49.725,,55.90566783,51.67949322,56.280774,53.77469229,54.27429921,54.5241395
,MAP15,25.43154,22.7366,16.38288,20.261,24.228,27.771,9.20%,18.89914377,13.74690845,21.1811467,18.00226985,24.1979,21.11491,19.519,13.599,14.546,,21.62439859,20.03970612,21.91142046,19.87877478,21.29001649,19.90804467
Reference,F-score,51.91727034,53.51639,53.50039,52.989,51.959,50.998,3.08%,55.12836002,54.59721773,52.75264373,54.90181547,58.23895,58.23895,57.004,58.154,56.614,,52.81820966,52.12304148,52.7132213,54.05451306,52.81168802,52.42585719
,MAP50,55.174716,52.188,53.45629,53.012,53.947,53.117,-2.23%,50.7695924,50.62811273,54.8331,49.94619688,49.524,49.4912,49.707,49.562,52.315,,57.63605106,55.97772804,55.93383161,54.84731957,54.31433809,55.46082893
,MAP15,22.90454,19.6704,20.14503,20.155,22.623,20.578,-1.23%,16.11745936,15.76461289,21.94772,14.74486743,13.7202,13.72021,13.72,13.787,19.232,,22.84717709,21.33267209,22.13809092,19.86219868,20.03614771,22.19887431
Science,F-score,53.12689733,54.05553,53.29731,53.366,53.995,53.449,1.75%,54.34270452,57.88524126,52.360384,57.50767508,52.97473,54.93219,52.719,54.932,53.351,,56.37729924,55.50909292,53.43452459,55.56343799,55.91804115,55.22821983
,MAP50,57.39353,52.6174,52.67815,53.699,52.538,53.643,-6.44%,52.84579881,49.47608782,54.44788,51.92043159,53.878,49.3865,53.37,49.387,53.413,,58.24466721,55.15101314,54.28304685,55.7370363,55.27375309,56.08034309
,MAP15,22.26923,19.4441,18.38869,19.141,17.603,20.294,-8.87%,19.51111677,14.37920396,21.94959,18.47499967,21.6548,13.781,19.463,13.781,18.957,,25.80375915,20.8401111,20.50188236,23.04560647,21.04374591,22.20171101
Shopping,F-score,55.4236078,55.38612,55.72411,54.222,54.133,55.086,0.54%,53.70001355,52.33320211,55.113996,53.73920351,56.20436,58.90515,56.132,56.568,58.905,,52.59538594,52.06665277,51.90269945,52.33234478,52.02369487,52.18146738
,MAP50,56.78665,54.7573,52.90785,55.915,56.189,53.377,-1.05%,49.54193144,51.73581581,53.44665,49.29286224,52.6609,49.3063,53.223,53.327,49.306,,60.78790482,58.5502258,59.33614288,58.9891635,58.79536408,56.76180664
,MAP15,24.24668,21.7855,19.9964,21.152,22.904,20.095,-5.54%,14.1655286,17.89319171,20.82451,13.67450125,19.0329,13.79624,19.653,20.75,13.796,,29.15942998,25.49731274,26.35983926,26.0695589,25.48081492,23.8520978
Sports,F-score,51.8114724,51.21652,50.71575,51.43,51.697,52.411,1.16%,57.1325979,56.93900963,51.55582467,56.37200297,53.77525,51.46089,53.595,53.775,53.793,,54.31650424,52.63565768,52.03634829,52.62260746,53.03723558,51.68287335
,MAP50,58.26812,56.1401,56.71383,56.439,53.053,55.29,-2.67%,49.75701688,49.52511094,54.72487,50.82706762,49.2929,52.76726,49.293,49.293,49.293,,58.57635877,52.21302287,56.65376084,53.84822883,54.1648425,56.14332949
,MAP15,25.1773,22.7131,22.94103,23.316,18.91,21.338,-7.39%,14.65479769,14.2684615,22.26724,16.66991958,13.6745,20.0289,13.675,13.675,13.675,,23.31328742,19.3887949,22.81432042,19.34997601,22.27062013,24.29214754
Travel,F-score,52.74549487,51.89576,52.7565,52.311,53.139,54.079,2.53%,54.38842674,54.41010526,52.566089,55.7496407,56.5751,56.13845,57.453,57.376,57.153,,55.54808229,55.28765892,55.56949414,55.90618471,55.595258,55.46281743
,MAP50,56.43004,53.6603,50.90821,56.124,51.711,52.821,-0.54%,52.59359087,52.78335806,54.80726,49.75246023,50.3257,49.39799,49.33,49.311,49.311,,59.97772538,56.69818552,59.53589763,56.42254925,59.81338948,58.62095363
,MAP15,22.56245,22.6503,18.0845,22.858,17.357,18.257,1.31%,19.402724,19.53326579,22.13824,14.43889122,14.3632,14.07104,13.878,13.878,13.878,,26.40383025,22.31679088,25.74997172,21.99560414,26.04331548,25.22390965
